Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBμV
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,+0.000000000E+00
Attenuation,20.000000,Auto
Sweep Time,34722.222222,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+5.000000000E+07
Average Type,Log Pwr
RBW,120000.000000,Manual
VBW,300000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,6533333.33333333,,,,,,,
Marker Ampt,-41.83608139,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
29066667,42.04
29133333,37.24
29200000,37.83
29266667,37.81
29333333,39.60
29400000,41.11
29466667,41.73
29533333,39.02
29600000,40.50
29666667,41.78
29733333,40.57
29800000,41.70
29866667,38.41
29933333,40.17
30000000,39.04
30066667,41.12
30133333,41.12
30200000,43.47
30266667,39.06
30333333,41.14
30400000,42.76
30466667,41.79
30533333,38.83
30600000,34.74
30666667,38.73
30733333,34.14
30800000,42.33
30866667,38.28
30933333,37.27
31000000,35.62
31066667,38.87
31133333,33.56
31200000,38.28
31266667,38.86
31333333,42.02
31400000,40.33
31466667,41.32
31533333,38.59
31600000,38.10
31666667,36.06
31733333,37.00
31800000,38.34
31866667,36.37
31933333,37.88
32000000,36.31
32066667,37.03
32133333,37.02
32200000,33.59
32266667,33.93
32333333,36.13
32400000,37.42
32466667,36.66
32533333,34.25
32600000,34.05
32666667,35.73
32733333,36.88
32800000,37.25
32866667,35.54
32933333,35.58
33000000,34.46
33066667,33.16
33133333,39.78
33200000,33.00
33266667,39.37
33333333,38.88
33400000,27.93
33466667,36.12
33533333,35.81
33600000,37.01
33666667,36.50
33733333,38.55
33800000,37.31
33866667,36.29
33933333,35.97
34000000,35.79
34066667,36.31
34133333,36.33
34200000,36.95
34266667,38.30
34333333,35.19
34400000,36.84
34466667,39.04
34533333,37.85
34600000,38.49
34666667,34.67
34733333,34.28
34800000,33.57
34866667,36.90
34933333,36.58
35000000,35.09
35066667,36.40
35133333,37.09
35200000,35.37
35266667,36.50
35333333,36.50
35400000,36.84
35466667,33.89
35533333,31.62
35600000,31.06
35666667,36.29
35733333,33.15
35800000,38.14
35866667,32.86
35933333,32.56
36000000,36.73
36066667,35.05
36133333,36.33
36200000,36.09
36266667,36.82
36333333,34.29
36400000,36.17
36466667,37.55
36533333,36.51
36600000,31.90
36666667,36.38
36733333,37.18
36800000,35.83
36866667,35.35
36933333,37.75
37000000,30.95
37066667,39.16
37133333,33.16
37200000,33.84
37266667,37.33
37333333,34.32
37400000,34.25
37466667,35.17
37533333,38.44
37600000,35.20
37666667,35.12
37733333,35.98
37800000,34.23
37866667,35.54
37933333,35.04
38000000,29.30
38066667,34.86
38133333,37.20
38200000,35.04
38266667,36.60
38333333,31.73
38400000,36.12
38466667,37.24
38533333,37.73
38600000,37.29
38666667,37.50
38733333,37.45
38800000,37.28
38866667,34.24
38933333,38.84
39000000,38.60
39066667,33.08
39133333,34.13
39200000,34.31
39266667,35.73
39333333,33.54
39400000,35.99
39466667,36.51
39533333,34.30
39600000,34.08
39666667,38.05
39733333,34.21
39800000,35.31
39866667,35.89
39933333,35.42
40000000,37.90
40066667,34.48
40133333,35.83
40200000,37.07
40266667,32.42
40333333,38.71
40400000,38.87
40466667,33.32
40533333,34.10
40600000,35.06
40666667,36.85
40733333,33.60
40800000,33.04
40866667,37.87
40933333,36.84
41000000,38.23
41066667,37.33
41133333,36.98
41200000,39.84
41266667,35.99
41333333,33.07
41400000,35.42
41466667,37.18
41533333,36.43
41600000,39.05
41666667,34.39
41733333,36.56
41800000,36.10
41866667,35.01
41933333,37.26
42000000,34.10
42066667,34.09
42133333,35.72
42200000,35.51
42266667,39.97
42333333,33.29
42400000,35.21
42466667,35.34
42533333,40.30
42600000,39.05
42666667,34.70
42733333,35.73
42800000,35.90
42866667,37.12
42933333,36.79
43000000,38.42
43066667,39.01
43133333,37.23
43200000,37.79
43266667,39.64
43333333,37.04
43400000,38.25
43466667,37.36
43533333,38.30
43600000,39.57
43666667,39.42
43733333,39.99
43800000,37.13
43866667,37.35
43933333,36.37
44000000,40.70
44066667,40.80
44133333,40.32
44200000,33.90
44266667,37.51
44333333,35.45
44400000,35.07
44466667,35.08
44533333,33.85
44600000,33.88
44666667,30.31
44733333,38.66
44800000,36.30
44866667,35.92
44933333,34.34
45000000,35.57
45066667,39.93
45133333,40.74
45200000,36.78
45266667,32.65
45333333,32.29
45400000,39.65
45466667,39.44
45533333,32.72
45600000,35.34
45666667,34.44
45733333,38.52
45800000,38.55
45866667,35.74
45933333,36.14
46000000,38.73
46066667,38.11
46133333,36.91
46200000,39.40
46266667,40.27
46333333,35.59
46400000,34.48
46466667,37.85
46533333,35.00
46600000,33.78
46666667,35.20
46733333,33.75
46800000,37.93
46866667,37.26
46933333,31.36
47000000,36.97
47066667,36.84
47133333,35.87
47200000,39.81
47266667,39.33
47333333,35.23
47400000,37.61
47466667,32.70
47533333,35.52
47600000,34.56
47666667,30.65
47733333,38.69
47800000,37.96
47866667,33.12
47933333,36.45
48000000,33.59
48066667,38.59
48133333,35.94
48200000,37.58
48266667,35.05
48333333,33.85
48400000,36.09
48466667,39.55
48533333,35.72
48600000,32.78
48666667,38.59
48733333,36.63
48800000,35.90
48866667,39.25
48933333,38.57
49000000,37.74
49066667,35.29
49133333,31.04
49200000,36.01
49266667,34.10
49333333,39.82
49400000,40.34
49466667,33.70
49533333,38.31
49600000,35.39
49666667,37.65
49733333,39.82
49800000,34.00
49866667,34.30
49933333,34.91
50000000,35.59
Trace Name,Trace B
Trace Type,Blank
Trace Name,Trace C
Trace Type,Blank
Trace Name,Trace D
Trace Type,Blank
