Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),1.140000,Auto
Start Frequency,+0.000000000e+00
Stop Frequency,+1.000000000e+09
Average Type,Log Pwr
RBW,100000.000000,Manual
VBW,100000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,A,Frequency,0 Hz,-2.04 dB
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Max Hold,Max Hold,Max Hold,Max Hold
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
3.213333e+08,-1.030273e+00,-2.011719e+00,-3.002930e+00,-3.833008e+00
3.226667e+08,-1.005859e+00,-2.021484e+00,-3.017578e+00,-3.837891e+00
3.240000e+08,-1.005859e+00,-1.997070e+00,-2.968750e+00,-3.823242e+00
3.253333e+08,-1.010742e+00,-2.001953e+00,-2.978516e+00,-3.798828e+00
3.266667e+08,-1.025391e+00,-1.997070e+00,-2.954102e+00,-3.808594e+00
3.280000e+08,-9.960938e-01,-1.992188e+00,-2.939453e+00,-3.750000e+00
3.293333e+08,-1.025391e+00,-1.987305e+00,-2.944336e+00,-3.808594e+00
3.306667e+08,-1.010742e+00,-1.982422e+00,-2.954102e+00,-3.774414e+00
3.320000e+08,-9.960938e-01,-1.953125e+00,-2.895508e+00,-3.740234e+00
3.333333e+08,-9.960938e-01,-1.967773e+00,-2.880859e+00,-3.774414e+00
3.346667e+08,-9.960938e-01,-1.904297e+00,-2.880859e+00,-3.735352e+00
3.360000e+08,-1.010742e+00,-1.958008e+00,-2.895508e+00,-3.745117e+00
3.373333e+08,-9.912109e-01,-1.914062e+00,-2.851562e+00,-3.706055e+00
3.386667e+08,-9.912109e-01,-1.894531e+00,-2.851562e+00,-3.686523e+00
3.400000e+08,-9.960938e-01,-1.918945e+00,-2.856445e+00,-3.691406e+00
3.413333e+08,-9.814453e-01,-1.904297e+00,-2.851562e+00,-3.686523e+00
3.426667e+08,-9.960938e-01,-1.914062e+00,-2.841797e+00,-3.681641e+00
3.440000e+08,-9.667969e-01,-1.894531e+00,-2.827148e+00,-3.666992e+00
3.453333e+08,-9.863281e-01,-1.914062e+00,-2.841797e+00,-3.662109e+00
3.466667e+08,-1.000977e+00,-1.923828e+00,-2.861328e+00,-3.691406e+00
3.480000e+08,-1.025391e+00,-1.948242e+00,-2.866211e+00,-3.706055e+00
3.493333e+08,-9.814453e-01,-1.899414e+00,-2.836914e+00,-3.666992e+00
3.506667e+08,-1.000977e+00,-1.914062e+00,-2.846680e+00,-3.691406e+00
3.520000e+08,-9.912109e-01,-1.904297e+00,-2.851562e+00,-3.681641e+00
