Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),1.822500,Auto
Start Frequency,+9.900000000e+05
Stop Frequency,+1.989900000e+08
Average Type,Log Pwr
RBW,30000.000000,Manual
VBW,30000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,A,Frequency,990.000 kHz,-6.97 dB
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C
Trace Type,Max Hold,Max Hold,Max Hold
Trace Detector,Pos Peak,Pos Peak,Pos Peak
Trace Data
6.540600e+07,-2.444667e+01,-3.652675e+01,-4.336269e+01
6.567000e+07,-2.454433e+01,-3.636074e+01,-4.308437e+01
6.593400e+07,-2.439296e+01,-3.608242e+01,-4.255214e+01
6.619800e+07,-2.441738e+01,-3.625332e+01,-4.327968e+01
6.646200e+07,-2.425136e+01,-3.605800e+01,-4.290859e+01
6.672600e+07,-2.429531e+01,-3.569667e+01,-4.319667e+01
6.699000e+07,-2.431484e+01,-3.585292e+01,-4.323574e+01
6.725400e+07,-2.419765e+01,-3.572109e+01,-4.330898e+01
6.751800e+07,-2.416347e+01,-3.569667e+01,-4.336757e+01
6.778200e+07,-2.405605e+01,-3.531093e+01,-4.322109e+01
6.804600e+07,-2.414882e+01,-3.544765e+01,-4.299160e+01
6.831000e+07,-2.405117e+01,-3.542324e+01,-4.297695e+01
6.857400e+07,-2.412441e+01,-3.547207e+01,-4.323574e+01
6.883800e+07,-2.403652e+01,-3.515957e+01,-4.290859e+01
6.910200e+07,-2.399746e+01,-3.516445e+01,-4.292812e+01
6.936600e+07,-2.398281e+01,-3.507656e+01,-4.271328e+01
6.963000e+07,-2.388027e+01,-3.480312e+01,-4.279628e+01
6.989400e+07,-2.388027e+01,-3.485683e+01,-4.302089e+01
7.015800e+07,-2.381191e+01,-3.482265e+01,-4.311855e+01
7.042200e+07,-2.381679e+01,-3.482753e+01,-4.317226e+01
7.068600e+07,-2.374355e+01,-3.487636e+01,-4.325039e+01
7.095000e+07,-2.374355e+01,-3.451992e+01,-4.252773e+01
7.121400e+07,-2.375332e+01,-3.460292e+01,-4.315761e+01
7.147800e+07,-2.362636e+01,-3.448574e+01,-4.321132e+01
7.174200e+07,-2.364101e+01,-3.435878e+01,-4.242519e+01
7.200600e+07,-2.351406e+01,-3.441250e+01,-4.306972e+01
7.227000e+07,-2.356777e+01,-3.416835e+01,-4.313320e+01
7.253400e+07,-2.353359e+01,-3.430507e+01,-4.290371e+01
7.279800e+07,-2.339687e+01,-3.419765e+01,-4.274746e+01
7.306200e+07,-2.337734e+01,-3.399746e+01,-4.302089e+01
7.332600e+07,-2.337734e+01,-3.393398e+01,-4.279628e+01
7.359000e+07,-2.342128e+01,-3.423671e+01,-4.272792e+01
7.385400e+07,-2.332851e+01,-3.397792e+01,-4.269375e+01
7.411800e+07,-2.329921e+01,-3.383144e+01,-4.286464e+01
7.438200e+07,-2.326015e+01,-3.382656e+01,-4.282070e+01
7.464600e+07,-2.317226e+01,-3.369472e+01,-4.319179e+01
7.491000e+07,-2.322109e+01,-3.381191e+01,-4.319179e+01
7.517400e+07,-2.313808e+01,-3.365078e+01,-4.266445e+01
7.543800e+07,-2.310390e+01,-3.365078e+01,-4.293300e+01
7.570200e+07,-2.307460e+01,-3.344082e+01,-4.304531e+01
7.596600e+07,-2.307949e+01,-3.344082e+01,-4.243496e+01
7.623000e+07,-2.305019e+01,-3.343593e+01,-4.264003e+01
7.649400e+07,-2.296230e+01,-3.333828e+01,-4.301601e+01
7.675800e+07,-2.293300e+01,-3.328457e+01,-4.264492e+01
7.702200e+07,-2.294277e+01,-3.321132e+01,-4.278164e+01
7.728600e+07,-2.289882e+01,-3.325527e+01,-4.278652e+01
7.755000e+07,-2.280605e+01,-3.320644e+01,-4.241054e+01
7.781400e+07,-2.278652e+01,-3.302578e+01,-4.230800e+01
7.807800e+07,-2.269375e+01,-3.274746e+01,-4.268398e+01
7.834200e+07,-2.272792e+01,-3.290371e+01,-4.256191e+01
7.860600e+07,-2.272304e+01,-3.291835e+01,-4.282558e+01
7.887000e+07,-2.259609e+01,-3.279628e+01,-4.278164e+01
7.913400e+07,-2.261074e+01,-3.287441e+01,-4.267421e+01
7.939800e+07,-2.252285e+01,-3.270839e+01,-4.252773e+01
7.966200e+07,-2.255703e+01,-3.261562e+01,-4.277187e+01
7.992600e+07,-2.250332e+01,-3.264003e+01,-4.272792e+01
8.019000e+07,-2.244472e+01,-3.241054e+01,-4.273281e+01
8.045400e+07,-2.238125e+01,-3.255214e+01,-4.314785e+01
8.071800e+07,-2.239101e+01,-3.238125e+01,-4.257656e+01
8.098200e+07,-2.238613e+01,-3.242519e+01,-4.251796e+01
8.124600e+07,-2.237148e+01,-3.241054e+01,-4.251796e+01
8.151000e+07,-2.228359e+01,-3.222988e+01,-4.227871e+01
8.177400e+07,-2.222011e+01,-3.224453e+01,-4.269375e+01
8.203800e+07,-2.218593e+01,-3.206875e+01,-4.241542e+01
8.230200e+07,-2.221035e+01,-3.223476e+01,-4.275722e+01
8.256600e+07,-2.212734e+01,-3.209316e+01,-4.267910e+01
