Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.336000,Auto
Start Frequency,+0.000000000e+00
Stop Frequency,+1.000000000e+09
Average Type,Log Pwr
RBW,300000.000000,Manual
VBW,300000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Max Hold,Max Hold,Max Hold,Max Hold
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
3.080000e+08,-9.521484e-01,-1.875000e+00,-2.880859e+00,-3.666992e+00
3.093333e+08,-9.472656e-01,-1.958008e+00,-2.944336e+00,-3.720703e+00
3.106667e+08,-9.667969e-01,-1.894531e+00,-2.895508e+00,-3.720703e+00
3.120000e+08,-9.521484e-01,-1.918945e+00,-2.880859e+00,-3.618164e+00
3.133333e+08,-9.228516e-01,-1.909180e+00,-2.875977e+00,-3.642578e+00
3.146667e+08,-9.765625e-01,-1.943359e+00,-2.905273e+00,-3.623047e+00
3.160000e+08,-9.667969e-01,-1.943359e+00,-2.861328e+00,-3.691406e+00
3.173333e+08,-9.472656e-01,-1.948242e+00,-2.807617e+00,-3.686523e+00
3.186667e+08,-9.423828e-01,-1.943359e+00,-2.890625e+00,-3.671875e+00
3.200000e+08,-9.326172e-01,-1.938477e+00,-2.856445e+00,-3.676758e+00
3.213333e+08,-9.228516e-01,-1.879883e+00,-2.856445e+00,-3.642578e+00
3.226667e+08,-9.570312e-01,-1.958008e+00,-2.910156e+00,-3.701172e+00
3.240000e+08,-9.716797e-01,-1.953125e+00,-2.895508e+00,-3.652344e+00
3.253333e+08,-8.740234e-01,-1.894531e+00,-2.822266e+00,-3.627930e+00
3.266667e+08,-8.691406e-01,-1.845703e+00,-2.797852e+00,-3.564453e+00
3.280000e+08,-9.082031e-01,-1.928711e+00,-2.827148e+00,-3.608398e+00
3.293333e+08,-9.179688e-01,-1.918945e+00,-2.832031e+00,-3.637695e+00
3.306667e+08,-9.033203e-01,-1.884766e+00,-2.807617e+00,-3.564453e+00
3.320000e+08,-8.886719e-01,-1.914062e+00,-2.817383e+00,-3.564453e+00
3.333333e+08,-9.082031e-01,-1.909180e+00,-2.802734e+00,-3.627930e+00
3.346667e+08,-9.423828e-01,-1.894531e+00,-2.856445e+00,-3.588867e+00
3.360000e+08,-9.033203e-01,-1.914062e+00,-2.807617e+00,-3.642578e+00
3.373333e+08,-9.130859e-01,-1.914062e+00,-2.812500e+00,-3.623047e+00
3.386667e+08,-9.179688e-01,-1.909180e+00,-2.802734e+00,-3.662109e+00
3.400000e+08,-9.228516e-01,-1.923828e+00,-2.861328e+00,-3.681641e+00
3.413333e+08,-8.886719e-01,-1.914062e+00,-2.861328e+00,-3.574219e+00
3.426667e+08,-9.130859e-01,-1.928711e+00,-2.812500e+00,-3.618164e+00
