Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.456000,Auto
Start Frequency,+0.000000000e+00
Stop Frequency,+4.000000000e+08
Average Type,Log Pwr
RBW,100000.000000,Manual
VBW,100000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
1.648000e+08,-2.695312e+00
1.653333e+08,-2.685547e+00
1.658667e+08,-2.695312e+00
1.664000e+08,-2.705078e+00
1.669333e+08,-2.695312e+00
1.674667e+08,-2.685547e+00
1.680000e+08,-2.690430e+00
1.685333e+08,-2.675781e+00
1.690667e+08,-2.670898e+00
1.696000e+08,-2.670898e+00
1.701333e+08,-2.700195e+00
1.706667e+08,-2.690430e+00
1.712000e+08,-2.670898e+00
1.717333e+08,-2.666016e+00
1.722667e+08,-2.700195e+00
1.728000e+08,-2.695312e+00
1.733333e+08,-2.666016e+00
1.738667e+08,-2.695312e+00
1.744000e+08,-2.705078e+00
1.749333e+08,-2.690430e+00
1.754667e+08,-2.700195e+00
1.760000e+08,-2.700195e+00
1.765333e+08,-2.675781e+00
1.770667e+08,-2.705078e+00
1.776000e+08,-2.744141e+00
1.781333e+08,-2.729492e+00
1.786667e+08,-2.719727e+00
1.792000e+08,-2.739258e+00
1.797333e+08,-2.719727e+00
1.802667e+08,-2.739258e+00
1.808000e+08,-2.739258e+00
1.813333e+08,-2.753906e+00
1.818667e+08,-2.773438e+00
1.824000e+08,-2.763672e+00
1.829333e+08,-2.773438e+00
1.834667e+08,-2.778320e+00
1.840000e+08,-2.778320e+00
1.845333e+08,-2.778320e+00
1.850667e+08,-2.792969e+00
1.856000e+08,-2.792969e+00
1.861333e+08,-2.817383e+00
1.866667e+08,-2.827148e+00
1.872000e+08,-2.822266e+00
1.877333e+08,-2.836914e+00
1.882667e+08,-2.861328e+00
1.888000e+08,-2.861328e+00
1.893333e+08,-2.851562e+00
1.898667e+08,-2.866211e+00
1.904000e+08,-2.885742e+00
1.909333e+08,-2.885742e+00
1.914667e+08,-2.910156e+00
1.920000e+08,-2.910156e+00
1.925333e+08,-2.900391e+00
1.930667e+08,-2.919922e+00
1.936000e+08,-2.919922e+00
1.941333e+08,-2.919922e+00
1.946667e+08,-2.934570e+00
1.952000e+08,-2.939453e+00
1.957333e+08,-2.944336e+00
1.962667e+08,-2.963867e+00
1.968000e+08,-2.963867e+00
1.973333e+08,-2.978516e+00
1.978667e+08,-2.983398e+00
1.984000e+08,-2.988281e+00
1.989333e+08,-2.963867e+00
1.994667e+08,-3.002930e+00
2.000000e+08,-2.988281e+00
2.005333e+08,-3.002930e+00
2.010667e+08,-3.022461e+00
2.016000e+08,-3.002930e+00
2.021333e+08,-3.002930e+00
2.026667e+08,-3.012695e+00
2.032000e+08,-3.027344e+00
2.037333e+08,-3.022461e+00
2.042667e+08,-3.022461e+00
2.048000e+08,-3.017578e+00
2.053333e+08,-3.032227e+00
2.058667e+08,-3.027344e+00
2.064000e+08,-3.032227e+00
2.069333e+08,-3.022461e+00
2.074667e+08,-3.032227e+00
2.080000e+08,-3.041992e+00
2.085333e+08,-3.032227e+00
2.090667e+08,-3.017578e+00
2.096000e+08,-3.012695e+00
2.101333e+08,-3.012695e+00
2.106667e+08,-3.022461e+00
2.112000e+08,-3.012695e+00
2.117333e+08,-3.002930e+00
2.122667e+08,-2.983398e+00
2.128000e+08,-2.978516e+00
2.133333e+08,-2.988281e+00
2.138667e+08,-2.988281e+00
2.144000e+08,-2.958984e+00
2.149333e+08,-2.939453e+00
2.154667e+08,-2.949219e+00
2.160000e+08,-2.949219e+00
2.165333e+08,-2.944336e+00
2.170667e+08,-2.934570e+00
2.176000e+08,-2.919922e+00
2.181333e+08,-2.924805e+00
2.186667e+08,-2.895508e+00
2.192000e+08,-2.890625e+00
2.197333e+08,-2.861328e+00
2.202667e+08,-2.871094e+00
2.208000e+08,-2.851562e+00
2.213333e+08,-2.846680e+00
2.218667e+08,-2.827148e+00
2.224000e+08,-2.851562e+00
2.229333e+08,-2.822266e+00
2.234667e+08,-2.817383e+00
2.240000e+08,-2.822266e+00
2.245333e+08,-2.797852e+00
2.250667e+08,-2.802734e+00
2.256000e+08,-2.773438e+00
2.261333e+08,-2.768555e+00
2.266667e+08,-2.758789e+00
2.272000e+08,-2.734375e+00
2.277333e+08,-2.714844e+00
2.282667e+08,-2.695312e+00
2.288000e+08,-2.680664e+00
2.293333e+08,-2.690430e+00
2.298667e+08,-2.685547e+00
2.304000e+08,-2.646484e+00
2.309333e+08,-2.651367e+00
2.314667e+08,-2.641602e+00
2.320000e+08,-2.646484e+00
2.325333e+08,-2.607422e+00
2.330667e+08,-2.602539e+00
2.336000e+08,-2.607422e+00
2.341333e+08,-2.602539e+00
2.346667e+08,-2.578125e+00
2.352000e+08,-2.543945e+00
2.357333e+08,-2.558594e+00
2.362667e+08,-2.548828e+00
2.368000e+08,-2.524414e+00
2.373333e+08,-2.539062e+00
2.378667e+08,-2.524414e+00
2.384000e+08,-2.470703e+00
2.389333e+08,-2.480469e+00
2.394667e+08,-2.495117e+00
2.400000e+08,-2.460938e+00
2.405333e+08,-2.470703e+00
2.410667e+08,-2.460938e+00
2.416000e+08,-2.470703e+00
2.421333e+08,-2.426758e+00
2.426667e+08,-2.431641e+00
2.432000e+08,-2.412109e+00
2.437333e+08,-2.397461e+00
2.442667e+08,-2.402344e+00
2.448000e+08,-2.397461e+00
2.453333e+08,-2.382812e+00
2.458667e+08,-2.387695e+00
2.464000e+08,-2.368164e+00
2.469333e+08,-2.377930e+00
2.474667e+08,-2.382812e+00
2.480000e+08,-2.368164e+00
2.485333e+08,-2.338867e+00
2.490667e+08,-2.324219e+00
2.496000e+08,-2.329102e+00
2.501333e+08,-2.319336e+00
2.506667e+08,-2.309570e+00
2.512000e+08,-2.285156e+00
2.517333e+08,-2.324219e+00
2.522667e+08,-2.294922e+00
2.528000e+08,-2.309570e+00
2.533333e+08,-2.299805e+00
2.538667e+08,-2.285156e+00
2.544000e+08,-2.270508e+00
2.549333e+08,-2.290039e+00
2.554667e+08,-2.270508e+00
2.560000e+08,-2.255859e+00
2.565333e+08,-2.260742e+00
2.570667e+08,-2.260742e+00
2.576000e+08,-2.226562e+00
2.581333e+08,-2.260742e+00
2.586667e+08,-2.221680e+00
2.592000e+08,-2.216797e+00
2.597333e+08,-2.226562e+00
2.602667e+08,-2.231445e+00
2.608000e+08,-2.221680e+00
2.613333e+08,-2.231445e+00
2.618667e+08,-2.226562e+00
2.624000e+08,-2.216797e+00
2.629333e+08,-2.226562e+00
2.634667e+08,-2.211914e+00
2.640000e+08,-2.236328e+00
2.645333e+08,-2.211914e+00
2.650667e+08,-2.197266e+00
2.656000e+08,-2.202148e+00
2.661333e+08,-2.207031e+00
2.666667e+08,-2.207031e+00
2.672000e+08,-2.207031e+00
2.677333e+08,-2.197266e+00
2.682667e+08,-2.221680e+00
2.688000e+08,-2.202148e+00
2.693333e+08,-2.216797e+00
2.698667e+08,-2.221680e+00
2.704000e+08,-2.221680e+00
2.709333e+08,-2.197266e+00
2.714667e+08,-2.202148e+00
2.720000e+08,-2.197266e+00
2.725333e+08,-2.207031e+00
2.730667e+08,-2.207031e+00
2.736000e+08,-2.177734e+00
2.741333e+08,-2.197266e+00
2.746667e+08,-2.202148e+00
2.752000e+08,-2.192383e+00
2.757333e+08,-2.202148e+00
2.762667e+08,-2.202148e+00
2.768000e+08,-2.202148e+00
2.773333e+08,-2.197266e+00
2.778667e+08,-2.211914e+00
2.784000e+08,-2.202148e+00
2.789333e+08,-2.216797e+00
2.794667e+08,-2.207031e+00
2.800000e+08,-2.207031e+00
2.805333e+08,-2.216797e+00
2.810667e+08,-2.207031e+00
2.816000e+08,-2.211914e+00
2.821333e+08,-2.211914e+00
2.826667e+08,-2.216797e+00
2.832000e+08,-2.211914e+00
2.837333e+08,-2.211914e+00
2.842667e+08,-2.207031e+00
2.848000e+08,-2.197266e+00
2.853333e+08,-2.221680e+00
2.858667e+08,-2.226562e+00
2.864000e+08,-2.211914e+00
2.869333e+08,-2.236328e+00
2.874667e+08,-2.231445e+00
2.880000e+08,-2.226562e+00
2.885333e+08,-2.221680e+00
2.890667e+08,-2.226562e+00
2.896000e+08,-2.221680e+00
2.901333e+08,-2.226562e+00
2.906667e+08,-2.255859e+00
2.912000e+08,-2.250977e+00
2.917333e+08,-2.241211e+00
2.922667e+08,-2.250977e+00
2.928000e+08,-2.246094e+00
2.933333e+08,-2.241211e+00
2.938667e+08,-2.236328e+00
2.944000e+08,-2.280273e+00
2.949333e+08,-2.246094e+00
2.954667e+08,-2.236328e+00
2.960000e+08,-2.241211e+00
2.965333e+08,-2.236328e+00
2.970667e+08,-2.255859e+00
2.976000e+08,-2.255859e+00
2.981333e+08,-2.216797e+00
2.986667e+08,-2.241211e+00
2.992000e+08,-2.211914e+00
2.997333e+08,-2.226562e+00
3.002667e+08,-2.216797e+00
3.008000e+08,-2.246094e+00
3.013333e+08,-2.231445e+00
3.018667e+08,-2.226562e+00
3.024000e+08,-2.236328e+00
3.029333e+08,-2.231445e+00
3.034667e+08,-2.226562e+00
3.040000e+08,-2.241211e+00
3.045333e+08,-2.226562e+00
3.050667e+08,-2.250977e+00
3.056000e+08,-2.250977e+00
3.061333e+08,-2.265625e+00
3.066667e+08,-2.250977e+00
3.072000e+08,-2.265625e+00
3.077333e+08,-2.280273e+00
3.082667e+08,-2.280273e+00
3.088000e+08,-2.275391e+00
3.093333e+08,-2.275391e+00
3.098667e+08,-2.265625e+00
3.104000e+08,-2.304688e+00
3.109333e+08,-2.294922e+00
3.114667e+08,-2.290039e+00
3.120000e+08,-2.304688e+00
3.125333e+08,-2.314453e+00
3.130667e+08,-2.304688e+00
3.136000e+08,-2.329102e+00
3.141333e+08,-2.319336e+00
3.146667e+08,-2.329102e+00
3.152000e+08,-2.314453e+00
3.157333e+08,-2.319336e+00
3.162667e+08,-2.324219e+00
3.168000e+08,-2.304688e+00
3.173333e+08,-2.333984e+00
3.178667e+08,-2.333984e+00
3.184000e+08,-2.329102e+00
3.189333e+08,-2.348633e+00
3.194667e+08,-2.333984e+00
3.200000e+08,-2.329102e+00
3.205333e+08,-2.319336e+00
3.210667e+08,-2.343750e+00
3.216000e+08,-2.358398e+00
3.221333e+08,-2.338867e+00
3.226667e+08,-2.319336e+00
3.232000e+08,-2.343750e+00
3.237333e+08,-2.338867e+00
3.242667e+08,-2.343750e+00
3.248000e+08,-2.333984e+00
3.253333e+08,-2.324219e+00
3.258667e+08,-2.329102e+00
3.264000e+08,-2.343750e+00
3.269333e+08,-2.333984e+00
3.274667e+08,-2.329102e+00
3.280000e+08,-2.338867e+00
3.285333e+08,-2.338867e+00
3.290667e+08,-2.363281e+00
3.296000e+08,-2.319336e+00
3.301333e+08,-2.348633e+00
3.306667e+08,-2.314453e+00
3.312000e+08,-2.304688e+00
3.317333e+08,-2.348633e+00
3.322667e+08,-2.294922e+00
3.328000e+08,-2.329102e+00
3.333333e+08,-2.324219e+00
3.338667e+08,-2.304688e+00
3.344000e+08,-2.309570e+00
3.349333e+08,-2.329102e+00
3.354667e+08,-2.324219e+00
3.360000e+08,-2.329102e+00
3.365333e+08,-2.348633e+00
3.370667e+08,-2.324219e+00
3.376000e+08,-2.338867e+00
3.381333e+08,-2.319336e+00
3.386667e+08,-2.314453e+00
3.392000e+08,-2.329102e+00
3.397333e+08,-2.319336e+00
3.402667e+08,-2.319336e+00
3.408000e+08,-2.294922e+00
3.413333e+08,-2.314453e+00
3.418667e+08,-2.329102e+00
3.424000e+08,-2.309570e+00
3.429333e+08,-2.348633e+00
3.434667e+08,-2.304688e+00
3.440000e+08,-2.324219e+00
3.445333e+08,-2.309570e+00
3.450667e+08,-2.319336e+00
3.456000e+08,-2.309570e+00
3.461333e+08,-2.324219e+00
3.466667e+08,-2.348633e+00
3.472000e+08,-2.329102e+00
3.477333e+08,-2.343750e+00
3.482667e+08,-2.358398e+00
3.488000e+08,-2.353516e+00
3.493333e+08,-2.368164e+00
3.498667e+08,-2.363281e+00
3.504000e+08,-2.329102e+00
3.509333e+08,-2.333984e+00
3.514667e+08,-2.338867e+00
3.520000e+08,-2.363281e+00
3.525333e+08,-2.368164e+00
3.530667e+08,-2.333984e+00
3.536000e+08,-2.353516e+00
3.541333e+08,-2.358398e+00
3.546667e+08,-2.368164e+00
3.552000e+08,-2.397461e+00
3.557333e+08,-2.363281e+00
3.562667e+08,-2.363281e+00
3.568000e+08,-2.377930e+00
3.573333e+08,-2.368164e+00
3.578667e+08,-2.373047e+00
3.584000e+08,-2.387695e+00
3.589333e+08,-2.402344e+00
3.594667e+08,-2.397461e+00
3.600000e+08,-2.421875e+00
3.605333e+08,-2.387695e+00
3.610667e+08,-2.416992e+00
3.616000e+08,-2.397461e+00
3.621333e+08,-2.407227e+00
3.626667e+08,-2.431641e+00
3.632000e+08,-2.421875e+00
3.637333e+08,-2.451172e+00
3.642667e+08,-2.451172e+00
3.648000e+08,-2.436523e+00
3.653333e+08,-2.451172e+00
3.658667e+08,-2.441406e+00
3.664000e+08,-2.431641e+00
3.669333e+08,-2.446289e+00
3.674667e+08,-2.456055e+00
3.680000e+08,-2.475586e+00
3.685333e+08,-2.441406e+00
3.690667e+08,-2.441406e+00
3.696000e+08,-2.426758e+00
3.701333e+08,-2.426758e+00
3.706667e+08,-2.456055e+00
3.712000e+08,-2.421875e+00
3.717333e+08,-2.392578e+00
3.722667e+08,-2.436523e+00
3.728000e+08,-2.441406e+00
3.733333e+08,-2.431641e+00
3.738667e+08,-2.421875e+00
3.744000e+08,-2.397461e+00
3.749333e+08,-2.397461e+00
3.754667e+08,-2.402344e+00
3.760000e+08,-2.377930e+00
3.765333e+08,-2.358398e+00
3.770667e+08,-2.387695e+00
3.776000e+08,-2.377930e+00
3.781333e+08,-2.319336e+00
3.786667e+08,-2.324219e+00
3.792000e+08,-2.309570e+00
3.797333e+08,-2.290039e+00
3.802667e+08,-2.290039e+00
3.808000e+08,-2.285156e+00
3.813333e+08,-2.280273e+00
3.818667e+08,-2.280273e+00
3.824000e+08,-2.231445e+00
3.829333e+08,-2.216797e+00
3.834667e+08,-2.211914e+00
3.840000e+08,-2.221680e+00
3.845333e+08,-2.231445e+00
3.850667e+08,-2.202148e+00
3.856000e+08,-2.202148e+00
3.861333e+08,-2.192383e+00
3.866667e+08,-2.182617e+00
3.872000e+08,-2.177734e+00
3.877333e+08,-2.163086e+00
3.882667e+08,-2.143555e+00
3.888000e+08,-2.148438e+00
3.893333e+08,-2.114258e+00
3.898667e+08,-2.153320e+00
3.904000e+08,-2.128906e+00
3.909333e+08,-2.124023e+00
3.914667e+08,-2.094727e+00
3.920000e+08,-2.109375e+00
3.925333e+08,-2.099609e+00
3.930667e+08,-2.099609e+00
3.936000e+08,-2.119141e+00
3.941333e+08,-2.075195e+00
3.946667e+08,-2.099609e+00
3.952000e+08,-2.089844e+00
3.957333e+08,-2.065430e+00
3.962667e+08,-2.080078e+00
3.968000e+08,-2.055664e+00
3.973333e+08,-2.036133e+00
3.978667e+08,-2.026367e+00
3.984000e+08,-2.021484e+00
3.989333e+08,-2.060547e+00
3.994667e+08,-2.041016e+00
4.000000e+08,-2.031250e+00
